index,distancia_1,distancia_2,id_proximo_1,id_proximo_2,base
0,0.0171624992764774,0.1108070820009746,0,2744,Adults Full
1,0.020548132017959936,0.2431233266474313,1,4155,Adults Full
2,0.014381396664400697,0.1775283102818173,2,636,Adults Full
3,0.018093708163908734,0.1192657691057043,3,1658,Adults Full
4,0.0257903663297373,0.26129301566478874,4,2698,Adults Full
5,0.014410826293279971,0.03902438537107557,5,6241,Adults Full
6,0.024790705959060404,0.1711182460605597,6,3569,Adults Full
7,0.013966134655698244,0.25199506124828036,7,4347,Adults Full
8,0.015193223108350112,0.16091309498382594,8,6065,Adults Full
9,0.02138425801456405,0.04148131523094236,9,1514,Adults Full
10,0.018250183941804374,0.22427567919815003,10,5748,Adults Full
11,0.01726005467315907,0.07500735570846448,11,1025,Adults Full
12,0.018981581286778973,0.07793468705039924,12,4668,Adults Full
13,0.010807514031027345,0.3180550883723514,13,4833,Adults Full
14,0.018702004981360796,0.11699915688259264,14,4294,Adults Full
15,0.0253870811669589,0.4122354441219254,15,4686,Adults Full
16,0.013854625867327004,0.08651312258508553,16,2646,Adults Full
17,0.011310238633563187,0.14074054243720394,17,3805,Adults Full
18,0.02789252980043633,0.21901186173256357,18,1045,Adults Full
19,0.005432557360174871,0.3713938165228022,19,359,Adults Full
20,0.017778284359101566,0.1983475661676418,20,508,Adults Full
21,0.02615415976540854,0.3610271506058498,21,876,Adults Full
22,0.017691808603780657,0.19927162517130081,22,5938,Adults Full
23,0.017237424695824125,0.04313741012050492,23,367,Adults Full
24,0.010435416903060817,0.06569075276070176,24,6136,Adults Full
25,0.010327528841241884,0.07098984800878752,25,4198,Adults Full
26,0.01736100992398164,0.2202487232180502,26,5041,Adults Full
27,0.017599283867402078,0.16709228948983887,27,684,Adults Full
28,0.011055766247994163,0.2118454814493837,28,1678,Adults Full
29,0.010304885908120417,0.08116147461735865,29,500,Adults Full
31,0.010978125863701263,0.019504573045340735,31,4622,Adults Full
32,0.017142317671349973,0.057467179463259174,32,3984,Adults Full
33,0.031042348066744156,0.2078721114817877,33,2155,Adults Full
34,0.010812968985136312,0.265046314315003,34,2328,Adults Full
35,0.019734805435198826,0.1650670183508192,35,1360,Adults Full
36,0.010448878138786971,0.09895394688987331,36,4989,Adults Full
37,0.019608149805112718,0.17453205489592308,37,3717,Adults Full
38,0.06750449452328582,0.30798382772602656,38,2455,Adults Full
39,0.010298481119425959,0.3961780651731024,39,3646,Adults Full
40,0.01722113687683912,0.07016433570526234,40,2468,Adults Full
41,0.020724735556659945,0.5516883911966843,41,3903,Adults Full
42,0.010310404939128263,0.0918729602918203,42,4724,Adults Full
43,0.017800318160530276,0.27700858901458936,43,1652,Adults Full
44,0.017845527267563683,0.2881751730678462,44,3790,Adults Full
45,0.014688505086605137,0.16537164724361883,45,6213,Adults Full
47,0.01490322390075769,0.2162472973317991,47,5867,Adults Full
48,0.02611600077941352,0.3655494718857817,48,2013,Adults Full
49,0.01785282728450257,0.027731033441969956,49,5939,Adults Full
50,0.01771866841829923,0.038159017122629695,50,4352,Adults Full
51,0.017142594725769896,0.017192435696156076,51,1546,Adults Full
52,0.03923566506309219,0.20666686889531183,52,1175,Adults Full
53,0.014625627149654563,0.2916571375605373,53,89,Adults Full
54,0.02303762662536241,0.4784323291210846,54,824,Adults Full
55,0.0266079402456408,0.200905101099903,55,125,Adults Full
56,0.01388146732260426,0.03891522601775525,56,5216,Adults Full
57,0.010249967609482054,0.037445485705247576,57,1715,Adults Full
58,0.015833028977767193,0.0234644241402253,58,2158,Adults Full
59,0.02755396451918536,0.2424141654545761,59,847,Adults Full
60,0.029099185291789675,0.19551308194339584,60,2134,Adults Full
62,0.017830767454225696,0.08883270745750177,62,1707,Adults Full
63,0.017567146043824252,0.15231306290320892,63,1375,Adults Full
64,0.01717486854127776,0.07810707943852914,64,1589,Adults Full
65,0.03048758542081385,0.5190267270757956,65,1805,Adults Full
66,0.03199270292939613,0.14991589497410396,66,2424,Adults Full
67,0.017301859559066837,0.1243131841361996,67,5436,Adults Full
68,0.0225630192167368,0.2861552118704951,68,4207,Adults Full
69,0.019065162961319253,0.09977979924469685,69,1621,Adults Full
70,0.01982322251079288,0.11488113358920313,70,498,Adults Full
71,0.017247159790081065,0.017363597580025047,71,2935,Adults Full
72,0.012651152209879623,0.017256681149932937,2603,72,Adults Full
74,0.01808081826293289,0.1701969485445687,74,3324,Adults Full
75,0.012347228063823816,0.04280889471944864,75,249,Adults Full
76,0.010567330953470726,0.08554907861337781,76,5394,Adults Full
77,0.010377383600013976,0.077265466546718,77,5740,Adults Full
78,0.014550365669948849,0.06717124081246731,78,1340,Adults Full
79,0.01039276865701742,0.09506080333262407,79,4037,Adults Full
80,0.014636528249586762,0.37258579092401956,80,5818,Adults Full
81,0.024833256276298465,0.2224924009318285,81,1654,Adults Full
82,0.025257582610532164,0.13166553527888938,82,2204,Adults Full
83,0.027352369844836345,0.038823172572070755,83,5144,Adults Full
84,0.018387883044280653,0.07613605224186008,84,1789,Adults Full
85,0.010290930844320423,0.1338627204850943,85,3887,Adults Full
86,0.02008746947885544,0.21145754699902244,86,5882,Adults Full
87,0.017330557970327475,0.1017918331242501,87,6030,Adults Full
88,0.01852021136254839,0.21973156686366832,88,5209,Adults Full
89,0.022424805009640482,0.29524922585904756,89,53,Adults Full
90,0.010516268707764252,0.1753461012836963,90,851,Adults Full
91,0.017233231698065735,0.16242470985599974,91,978,Adults Full
92,0.017138109228335106,0.06782879478449545,92,1714,Adults Full
93,0.003244599841112813,0.21852750926935563,93,4995,Adults Full
94,0.08877657763181449,0.3522305596778255,94,2652,Adults Full
95,0.011291049726703258,0.03870423680049907,95,2215,Adults Full
96,0.010538853603190436,0.19257974938197547,96,5549,Adults Full
97,0.0171762599442947,0.0981839324339142,97,3194,Adults Full
98,0.024965395566249736,0.3951664012451571,98,3675,Adults Full
99,0.028182920398085776,0.07008513239196726,99,3673,Adults Full
100,0.047395347346405804,0.2015340149375124,100,4254,Adults Full
101,0.011596498176982975,0.23480597990257285,101,2009,Adults Full
102,0.01329520889046314,0.14782913938904063,102,4332,Adults Full
103,0.017412804753660936,0.09594791313085728,103,1612,Adults Full
104,0.01842969527516938,0.12076738438155686,104,5533,Adults Full
105,0.017465285164227868,0.05583874105064322,105,4183,Adults Full
106,0.01687422748828508,0.13011061169878477,106,3692,Adults Full
107,0.01804227119381533,0.0425695064825603,107,5509,Adults Full
108,0.016403716318584755,0.186683714082097,108,5775,Adults Full
109,0.010146325856177116,0.09243401489995211,109,3803,Adults Full
110,0.07775725244194942,0.3777786556288948,110,2665,Adults Full
111,0.01751431279786122,0.08252284590620886,111,805,Adults Full
112,0.010220902661532517,0.23836497354826663,112,996,Adults Full
113,0.01847671225573651,0.2342757368376473,113,2034,Adults Full
114,0.01083259898712041,0.18361793311673466,114,6441,Adults Full
115,0.013817060282369653,0.26325781274006405,115,5370,Adults Full
116,0.02110496652784209,0.15227753266058408,116,510,Adults Full
117,0.017139525817450266,0.0767318187087204,117,4934,Adults Full
118,0.015806889457014337,0.12188106686836722,118,714,Adults Full
119,0.01022478779485923,0.15512633464231995,119,5635,Adults Full
120,0.017193694459234896,0.10221114369121106,120,1902,Adults Full
121,0.01898464027674061,0.11065271274789659,121,2195,Adults Full
122,0.017440601792302713,0.1025057501490583,122,2399,Adults Full
123,0.010672500075380892,0.054419505721770144,123,760,Adults Full
124,0.017722625053249993,0.2222007941066624,124,4538,Adults Full
125,0.010332628731993587,0.18870320835569052,125,1149,Adults Full
126,0.026832902573538653,0.12203499968446896,126,1024,Adults Full
127,0.015243048836917301,0.22521875662491833,127,5479,Adults Full
128,0.014860511204364322,0.05505131342853173,128,5708,Adults Full
129,0.013923524781863367,0.13465856598910714,129,2143,Adults Full
130,0.014687768470147024,0.17163075143661713,130,3397,Adults Full
131,0.07233547443559005,0.3737083047650355,131,226,Adults Full
132,0.022924965728170918,0.2770472761539427,132,4381,Adults Full
133,0.004604946219032428,0.06578925164626688,133,3818,Adults Full
134,0.024019429205072034,0.1784339525763578,134,1822,Adults Full
135,0.01908726304021701,0.1117920463535396,135,1333,Adults Full
136,0.023706506584851295,0.39959590054843674,136,4375,Adults Full
137,0.013855752412113304,0.08016708448410143,137,5655,Adults Full
138,0.017863826925269687,0.1352905558583485,138,3733,Adults Full
139,0.0272513207588774,0.3015129238417632,139,4404,Adults Full
140,0.011043776208505347,0.15924849430663468,140,5707,Adults Full
141,0.017343001550697755,0.05757332236865395,141,5059,Adults Full
142,0.017299839891628446,0.15102956069288945,142,4725,Adults Full
143,0.010568310761380711,0.14849738058340645,143,1930,Adults Full
144,0.0704360593718038,0.31781306885247035,144,878,Adults Full
145,0.012922739827689904,0.22462769115330758,145,5882,Adults Full
146,0.01728353410778017,0.11641594712195123,146,2759,Adults Full
147,0.09916578527814543,0.6394259293330125,147,2453,Adults Full
148,0.01785209480739355,0.055548964833317484,148,3703,Adults Full
149,0.016161633931892804,0.16571607024153193,149,5896,Adults Full
150,0.024705218829707554,0.10635128432583651,150,2296,Adults Full
151,0.02818367007609477,0.571797731051725,151,713,Adults Full
152,0.017424918362464376,0.04248091650423299,152,5910,Adults Full
153,0.013296057307996823,0.10804855911465995,153,3294,Adults Full
154,0.025510531696670558,0.6974981057006882,154,5944,Adults Full
155,0.01758531446135133,0.45428077712500653,155,1457,Adults Full
156,0.017476259290272706,0.02297068859835929,156,4347,Adults Full
157,0.014932020731608351,0.23663825785270362,157,563,Adults Full
158,0.011556365034116469,0.24321619222614724,158,1588,Adults Full
159,0.010310652171225784,0.03448664652601852,159,3262,Adults Full
160,0.016566820046467933,0.4177079999149553,160,3113,Adults Full
161,0.017860506343874066,0.09779287084330035,161,4608,Adults Full
162,0.010224330061443127,0.017321260014592464,3759,162,Adults Full
163,0.01636614992487637,0.06861109163962573,163,1200,Adults Full
164,0.0034645611874167446,0.2837858738792801,164,3435,Adults Full
165,0.01725877952688777,0.10983756341288803,165,1657,Adults Full
166,0.013726035652331851,0.027112518631068668,166,365,Adults Full
167,0.017190249266925785,0.18075687890416642,167,2098,Adults Full
168,0.0244179207501284,0.08686173204586434,168,1570,Adults Full
169,0.013291087444567216,0.20550685892284326,169,6243,Adults Full
170,0.010456325679458846,0.04851318538464241,170,2077,Adults Full
171,0.024741124070595345,0.3892844810658681,171,4784,Adults Full
172,0.010567766815853042,0.10493184702464665,172,5301,Adults Full
173,0.017592380919868134,0.09827288394301516,173,3885,Adults Full
174,0.026726408936308618,0.350384943574806,174,5836,Adults Full
175,0.011145305727262134,0.20389008991651014,175,5093,Adults Full
176,0.042702182607902706,0.3440145463141529,176,6411,Adults Full
177,0.022250542275937778,0.1062884324211476,177,2305,Adults Full
178,0.012563118784464271,0.2544844809699473,178,6109,Adults Full
179,0.011257831589465995,0.14994901239466374,179,2745,Adults Full
180,0.017731089981232,0.14261989189727645,180,698,Adults Full
181,0.010948194507470047,0.05721575472041931,181,6404,Adults Full
182,0.015508208371333149,0.2926100317351773,182,1837,Adults Full
183,0.02490179456120177,0.37108848578558185,183,1801,Adults Full
